id,step_number,sort_order,question,label_name,name,field_type,field_choices,hold_status,hold_condition,is_chaining,chaining_condition,chain_question_id,created_at,created_by,updated_at,updated_by,is_verified,states_list,Comment,is_deleted_b,row
109,,9300,"Do you perform any of these services?
• Prescribe or dispense herbs or herbal drugs
• Prescribe or dispense over the counter or prescription drugs
• Prescribe Hormone Therapy",Services Provided,servicesProvided,radio-question,,KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,FALSE,87
111,,9400,Do you provide any services to professional athletes?,Professional Athletes Services,professionalAthletesServices,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,88
112,,9500,Approximately what percentage of your estimated annual revenue comes from selling dietary supplements?,Dietary Supplements Revenue Percentage,dietarySupplementsRevenuePercentage,radio-question,"None
1%-25%
26%-50%
51% - 75%
76% - 100%",None,,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,No KO for Diet/Nutr.,FALSE,89
113,,9600,What is the most common age group that you treat?,Common Age Group,commonAgeGroup,radio-question,"Children 1 year old or younger
Children 2 - 12 years old
Teenagers 13 - 17 years old
Adults 18 - 64 years old
Seniors 65+ years old",None,,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,FALSE,90
114,,9700,"Does your business provide documents that support or provide any of the following services?
• Appraisals
• Background checks
• Investment or tax advice
• Legal advice
• Medical advice
• Mergers and acquisitions or business valuations
• Private investigations
• Title abstracting",Provides Documents Supporting Services,providesDocumentsSupportingServices,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,FALSE,91
115,,9800,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,TRUE,92
116,,9900,What type of consulting services does your business primarily provide?,Primary Consulting Service Type,primaryConsultingServiceType,radio-question,"Business continuity planning/disaster recovery
Curriculum design, development and implementation
Employee/teacher compensation programs/payroll consulting
General business operations and strategy
Human Resources (including employment practices)
Individual Educational Plans (IEP)
Intellectual property
IT/systems/software consulting
Organizational structure
Project management
Public relations
Union issues (including contract negotiation)
Other; Please explain the type consulting services you provide and provide your business’s website address (if
you have one).",None,,TRUE,"Other; Please explain the type consulting services you provide and provide your business’s website address (if
you have one).",,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,"see 061 for chaining ""other""",FALSE,93
117,,10000,"Does your business provide any of the following services?
• Aerospace consulting or advice
• Actuarial advice
• Architecture or engineering advice
• Construction management or advice
• Credit counseling
• Environmental consulting or advice
• Financing or financial auditing
• General contracting
• Investment or tax advice
• Insurance placement or advice
• Land acquisition
• Law enforcement training
• Legal advice
• Lobbying and/or political advice
• Medical advice
• Mergers and acquisitions or business valuations
• Mining consulting or advice
• Oil, gas, or petroleum consulting or advice
• Safety consulting or advice
• Sales representative",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,FALSE,94
118,,10100,"Is your business any of the following?
• Public/private/charter school
• College or university
• Day care or eldercare facility
• Technical or vocational school",Business Type,businessType,radio-question,"Yes
No",KO,YES,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,FALSE,95
120,1,10200,In what industry do the majority of your clients work?,Client Industry,clientIndustry,radio-question,"Public/private K-12 schools
Institutions of higher education (e.g., Universities, colleges)
Charter schools
Professional schools (medical, law, etc.)
Technical/vocational schools
Other; please explain",None,,TRUE,Other; please explain,1257,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,"see 061 ""other""",FALSE,96
125,,10700,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,TRUE,97
126,,10800,"Do your contracts state that to the best of your knowledge any materials or intellectual property created are original
and do not infringe upon the intellectual property rights of others?",Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,FALSE,98
129,,10900,Does your business provide any of these additional services?,Additional Business Services,additionalBusinessServices,checkbox-question,"Barber/hair stylist
Beautician/cosmetologist
Nail Technician",None,,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,If yes to any additional services at endorsements,FALSE,99
132,99,11200,"Does your business provide any of the following services or use any of this equipment?
• Administer Injections
• Chemical peels with solutions 31% or greater?
• Colon hydrotherapy services
• Electrolysis services
• Laser treatment services
• Operate saunas or stream rooms
• Operate tanning beds or booths
• Permanent make up services
• Skin tag removal services
• Tattoos services
",Services or Equipment,servicesOrEquipment,YesNo,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,Duplicate see #67,TRUE,100
133,,11300,"Does your business provide any of the following activities?
• Body polishing
• Body wraps
• Chemical peels with solutions up to 30%
• Microdermabrasion",Business Activities,businessActivities,radio-question,"Yes
No",None,,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,dupe see 68,TRUE,101
1260,,13650,Other; Please explain the type of consulting services you provide and provide your business’s website address (if you have one).,Consulting Services Provided,consultingServicesProvided,input-question,,None,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,Chain from 160,FALSE,102
1261,,14950,"Other, please explain",Other,other,input-question,,,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,chained from 175,FALSE,103
134,,11400,Does your business provide any full body massage therapy sessions?,Full Body Massage Therapy,fullBodyMassageTherapy,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,duplicate see 73,TRUE,104
135,,11500,Approximately what percentage of your annual revenue comes from providing educational instruction to students seeking a license in your profession?,Educational Instruction Revenue,educationalInstructionRevenue,radio-question,"None
1%-25%
26%-50%
51% - 75%
76% - 100%",None,,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,dupe see 69,TRUE,105
136,,11600,What type of events are primarily planned or promoted by your business?,Type of Events Promoted,typeOfEventsPromoted,radio-question,"Catered events
Charitable events
Competitions
Concerts
Conventions
Corporate events/meetings
Festivals
Fundraisers
Government sponsored events – Federal
Government Sponsored Events – state, local, or foreign
Political events/conventions/fundraisers
Social affairs/weddings/parties
Other; Please explain the type of events you plan or promote and provide your business’s website address (if
you have one).",None,,TRUE,"Other; Please explain the type of events you plan or promote and provide your business’s website address (if
you have one).",1258,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,106
137,,11700,Does your business only host or conduct events for itself?,Host or Conduct Events,hostOrConductEvents,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,Missing from Questions,FALSE,107
138,,11800,"Does your business promote media, artists or entertainers on behalf of or for any entertainment, publishing, music,
internet or media company?",Promote Media or Artists,promoteMediaOrArtists,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,108
139,,11900,Do you maintain current and valid professional certifications or designations as required or recognized by industry standards?,Professional Certification Maintained,professionalCertificationMaintained,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,TRUE,109
140,,12000,"Do you or your business’s employees testify at judicial, administrative, arbitration or other proceedings?",Testify at Proceedings,testifyAtProceedings,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,Note Endorsement maybe incorrect,FALSE,110
141,,12100,"Do you perform any services as an EMT, Paramedic or Lifeguard?","EMT, Paramedic or Lifeguard",emtParamedicOrLifeguard,radio-question,"Yes
No",KO,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,Need to check if the class of business has two separate endorsements,FALSE,111
142,,12200,Who are you primarily training and/or certifying?,Primarily Training or Certifying,primarilyTrainingOrCertifying,radio-question,"Childcare providers
Educational professionals
Healthcare professionals
Parents
Recreational sport instructors, trainers or supervisors 
Other",None,,TRUE,Other,1259,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,112
144,,12300,"Does your business own, host or run any website:
• that contains any pornographic materials
• contains user generated content
• that is a social networking website?",Host or Run Website,hostOrRunWebsite,radio-question,"Yes
No",KO,YES,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,113
145,,12400,"Which of the following does your business implement?
• Customer sign-off on deliverables",Business,business,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,114
147,,12500,• Formal change management procedures,Formal Change Management Procedures,formalChangeManagementProcedures,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,115
148,,12600,• Legal review of contracts,Legal ReviewContracts,legalReviewContracts,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,116
149,,12700,• Contracts with indemnification clauses in your favor,Indemnification ClausesFavor,indemnificationClausesFavor,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,117
150,,12800,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,118
151,,12900,"Do your contracts state that to the best of your knowledge any materials or intellectual property created are original
and do not infringe upon the intellectual property rights of others?",Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,119
152,,13000,"Do you have a process in place to screen materials for any potential violations of another party’s copyrights,
trademarks or other intellectual property rights?",Intellectual Property Violation Screening,intellectualPropertyViolationScreening,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,120
154,,13100,"Do you have a process in place to screen materials for potential libel, slander or advertising injury?",Libel or Slander Screening,libelOrSlanderScreening,radio-question,"Yes
No
Not Applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,121
155,,13200,"Do you maintain current and valid professional certifications or designations as required or recognized by industry
standards?",Professional Certification Maintained,professionalCertificationMaintained,YesNo,"Yes
No
",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,122
156,,13300,"Do you or your employees perform or assist in any of the following services or treatments?
• Catheterization (other than urinary or umbilical)
• Diagnosing conditions, disorders, or diseases
• Holistic medicine
• Injections of any kind
• Infusion therapy
• Laser treatments
• Medical marijuana dispensing
• Organ/sperm/blood services
• Patient transportation
• Patient or client care at Your facility or personal residence
• Physical therapy
• Research or experimental services
• Healthcare or home health aide staffing
• Stress test services",Perform Services or Treatments,performServicesOrTreatments,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,123
157,,13400,What is the most common age group that you treat?,Common Age Group,commonAgeGroup,radio-question,"Children up to 12 years old
Teenagers 13 - 17 years old
Adults 18 - 64 years old
Seniors 65+ years old",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,TRUE,124
158,,13500,"As required by state law, are you and your employees properly trained or certified to administer, dispense, or assist in providing medications to patients?",Provided Medication Administration Training,providedMedicationAdministrationTraining,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,125
160,,13600,What type of consulting services does your business primarily provide?,Primary Consulting Service Type,primaryConsultingServiceType,radio-question,"Business continuity planning/disaster recovery
Employee compensation programs/payroll consulting
General business operations and strategy
Employment practices (including employment contracts)
Organizational structure
Payroll consulting
Sarbanes-Oxley compliance
Union issues (including contract negotiation)
Other; Please explain the type of consulting services you provide and provide your business’s website address
(if you have one).",SoftHold,"Other; Please explain the type of consulting services you provide and provide your business’s website address
(if you have one).",TRUE,"Other; Please explain the type of consulting services you provide and provide your business’s website address
(if you have one).",1260,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,hold if other is selected.,FALSE,126
161,,13700,"Does your business provide any of the following services?
• Aerospace consulting or advice
• Actuarial advice
• Architecture or engineering advice
• Construction management or advice
• Credit counseling
• Environmental consulting or advice
• Financing or financial auditing
• General contracting
• Investment or tax advice
• Insurance placement or advice
• Land acquisition
• Law enforcement training
• Legal advice
• Lobbying and/or political advice
• Medical advice
• Mergers and acquisitions or business valuations
• Mining consulting or advice
• Oil, gas, or petroleum consulting or advice
• Safety consulting or advice
• Sales representative",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,127
162,,13800,"As required by state law, are you and your employees properly trained or certified to administer, dispense, or assist in providing medications to patients?",Provided Medication Administration Training,providedMedicationAdministrationTraining,radio-question,"Yes
No
Not applicable",KO,NO,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,Does not belong with this class of business Human resources (HR),TRUE,128
163,,13900,What type of consulting services does your business primarily provide?,Primary Consulting Service Type,primaryConsultingServiceType,checkbox-question,"Business continuity planning/disaster recovery
Employee compensation programs/payroll consulting
General business operations and strategy
Employment practices (including employment contracts)
Organizational structure
Payroll consulting
Sarbanes-Oxley compliance
Union issues (including contract negotiation)
Other; Please explain the type of consulting services you provide and provide your business’s website address
(if you have one).",,,TRUE,"Other; Please explain the type of consulting services you provide and provide your business’s website address
(if you have one).",,6/11/2018,V9.0.91,6/25/2018,V9.0.91,FALSE,,Not part of the business class for Human Resources,FALSE,129
166,,14100,In what industry do the majority of your clients work?,Client Industry,clientIndustry,radio-question,"Agricultural/mining
Aerospace
Construction
Education
Government – Federal
Government – state, local, or foreign
Energy/utilities
Financial institutions
Individual consumers
Medical/healthcare-related
Media/entertainment
Payment processors
Professional service providers (not otherwise listed)
Retail/wholesale trade/consumer products
Technology
Transportation (not including aerospace)
Other/multiple industries; please explain",None,,TRUE,Other/multiple industries; please explain,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,130
171,,14600,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,NO,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,131
173,,14700,Do your contracts state that to the best of your knowledge any materials or intellectual property created are original and do not infringe upon the intellectual property rights of others?,Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,132
174,,14800,"Do you perform any of these services?
• Prescribe or dispense herbs or herbal drugs
• Prescribe or dispense over the counter or prescription drugs
• Do you perform hypnosis as a form of entertainment for an audience",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,133
175,,14900,What is the most common reason for patients to seek treatment from you?,Common Treatment Reason,commonTreatmentReason,radio-question,"Addiction
General body aches, pains and discomfort
Insomnia
Relieving Stress
Sexual disorders
Other, please explain",None,,TRUE,"Other, please explain",1261,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,134
176,,15000,What is the most common age group that you treat?,Common Age Group,commonAgeGroup,radio-question,"Children up to 12 years old
Teenagers 13 - 17 years old
Adults 18 - 64 years old
Seniors 65+ years old",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,TRUE,135
177,,15100,"Does your business provide any of the following services?
• Actuarial advice
• Financing or financial auditing
• Investment or tax advice
• Legal advice
• Lobbying and/or political advice
• Medical advice
• Mergers and acquisitions or business valuations",Services Provided,servicesProvided,radio-question,"Yes
No",KO,YES,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,136
178,,15200,"Does your business provide insurance placement or advice for any of the following insurance products or services?
• Aviation insurance;
• Health Maintenance Organization (HMO) plans;
• Lawyers liability insurance;
• Mining insurance;
• Multiple Employer Welfare Arrangements (MEWA);
• Variable annuities, mutual funds, stocks, or bonds;
• Variable life insurance; or
• Yacht insurance",Insurance Products or Services Placement,insuranceProductsOrServicesPlacement,radio-question,"Yes
No",KO,YES,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,137
179,,15300,"Does your business provide services in the capacity of the following?
• Managing General Agent (MGA);
• Managing General Underwriter (MGU);
• Professional Employer Organization (PEO);
• Program administrator or Third Party Administrator (TPA);
• Reinsurance intermediary;
• Risk Retention Group (RRG); or
• Wholesale broker",Services Provided,servicesProvided,radio-question,"Yes
No",KO,YES,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,138
183,1,15400,Does your business perform an annual account review with each of your clients?,Perform Annual Account Review,performAnnualAccountReview,radio-question,"Always
Sometimes
Never",KO,"Sometimes ||
Never",FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,139
186,,15500,What type of insurance placement services does your business provide?,Type of Insurance Placement Services,typeOfInsurancePlacementServices,radio-question,"Personal Lines
Commercial Lines
Life, Accident, or Health",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,140
187,,15600,"Do you or any of your subcontractors provide any of the following services or work on any projects involving the
following materials or infrastructure?
• Aerospace consulting or advice
• Amusement rides, pools or playgrounds
• Architecture or engineering advice
• Asbestos, lead, or mold evaluation or abatement
• Bridges, dams, harbors, mines, piers, or tunnels
• Construction management or advice
• Construction, maintenance, repair, renovation, or property preservation services
• Design/build
• Emergency response or clean-up of any hazardous waste
• Environmental consulting or advice
• Financing or Financial auditing
• Foundation, sheeting or retaining wall design
• General contracting
• Hydraulic fracturing, hydrofracturing, or fracking
• Inspections as part of a real estate transaction
• Insurance placement or advice
• Investment or tax advice
• Laboratory testing
• Land acquisition advice
• Land surveying, boundary surveying, or construction staking
• Legal advice
• Mining consulting or advice
• Oil, gas, or petroleum consulting or advice
• Real estate appraisals
• Underground storage tanks or utilities, and/or any other subsurface condition",Materials or Infrastructure Services,materialsOrInfrastructureServices,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,FALSE,141
188,,15700,"Do you provide replacement cost valuation services?
If ‘Yes,’ above: What is the maximum replacement cost value for any home or building you inspect?",Replacement Cost Valuation Services,replacementCostValuationServices,radio-question,"Yes
No",None,,TRUE,Yes,1262,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,"Should the chaining field be text box, also should this be a separate questions",FALSE,142
189,,15800,Does your business require customer sign-off on deliverables?,Customer Sign-0ff,customerSignoff,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,143
190,,15900,Do you subcontract any professional services?,Subcontract Professional Services,subcontractProfessionalServices,radio-question,"Yes
No",None,,TRUE,Yes,1263,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,Need to double check endorsement if this is KO and if the explanation should be chaining,FALSE,144
191,,16000,"Other than any design or project management, do you or any of your subcontractors directly perform any of the following physical services?
• Carpentry
• Construction or demolition
• Electrical
• Equipment installation or repair
• Flooring
• Lawn or garden maintenance
• Painting
• Plumbing
• Roofing
• Tiling
• Any other physical maintenance/repair services?",Perform Physical Services,performPhysicalServices,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,145
194,,16300,"What type of IT consulting or technology services do you primarily provide?
• Application Service Provider (ASP)
• Custom software programming/development
• Data processing, analysis, and database design
• Domain Name Registration (DNS) Services
• Hosting, facilitating and conducting electronic auctions
• Game developer
• IT consulting and/or IT project management
• Internet content aggregator/web portal
• Internet hosting services
• Internet search engine
• Internet Service Provider (ISP)
• Internet/on-line publisher of content
• Network security design and consulting
• Payment processing services
• Smartphone/mobile phone/tablet application development
• Systems/hardware/network installation, maintenance and support
• Systems/network design, integration and advice
• Technology training
• Third-party software installation, customization, and support
• Value Added Reseller (VAR) of hardware of others
• Website design
• Other technology services",Primary Type Of IT Consulting,primaryTypeOfItConsulting,radio-question,,None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,Need to speak with Adam if info only and need to add other endorsement,FALSE,146
195,,16400,"Does your business conduct any of the following activities?
• Manufacture, design, or assist in the design of any hardware or components. (This does not apply if your
business is a Value Added Reseller of third-party hardware.)
• Create, support, or work on software that executes securities transactions, makes medical diagnoses, or is
involved in manufacturing or process control.
• Own, host, or run any website that contains any pornographic materials or user generated content.
• Own, or manage a social networking or auction website. (This does not apply to third-party sites where you offer hosting services only.)
• Operate as a Voice Over IP Service Provider (This does not apply to use of a third –party VOIP service provider
to conduct your own business’s telephone calls.)",Business Conduct Activities,businessConductActivities,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,147
196,,16500,In what industry do the majority of your clients work?,Client Industry,client Industry,radio-question,"Agricultural/mining
Aerospace
Construction
Education
Government – Federal
Government – state, local, or foreign
Energy/utilities
Financial institutions
Individual consumers
Medical/healthcare-related
Media/entertainment (including gaming)
Payment processors
Professional service providers (not otherwise listed)
Retail/wholesale trade/consumer products
Technology
Transportation (not including aerospace)
Other/multiple industries; please explain",None,,TRUE,Other/multiple industries; please explain,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,148
199,,12650,Dedicated customer support?,Dedicated Customer Support,dedicatedCustomerSupport,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,149
202,,17100,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,150
203,,17200,Do your contracts state that to the best of your knowledge any materials or intellectual property created are original and do not infringe upon the intellectual property rights of others?,Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,151
204,,17300,Do you have procedures in place to ensure that your software code does not infringe the software copyrights of others?,Software Copyrights Infringement,softwareCopyrightsInfringement,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,,FALSE,152
205,,17400,"Do you or any of your subcontractors provide any of the following services or work on any projects involving the following materials or infrastructure?
• Aerospace consulting or advice
• Amusement rides, pools or playgrounds
• Architecture or engineering advice
• Asbestos, lead, or mold evaluation or abatement
• Bridges, dams, harbors, highways, mines, piers, subdivisions, or tunnels
• Construction cost estimates
• Construction management or advice
• Construction, maintenance, repair, renovation, or property preservation services
• Design/build
• Emergency response or clean-up of any hazardous waste
• Environmental consulting or advice
• Financing or financial auditing
• Foundation, sheeting, or retaining wall design
• General contracting
• Ground testing
• Hydraulic fracturing, hydrofracturing, or fracking
• Inspections as part of a real estate transaction
• Insurance placement or advice
• Investment or tax advice
• Laboratory testing
• Land acquisition advice
• Legal advice
• Mining consulting or advice
• Oil, gas, or petroleum consulting or advice
• Quantity surveys or quantity estimates
• Real estate appraisals
• Underground storage tanks, utilities, and/or any other subsurface condition",Materials or Infrastructure Services,materialsOrInfrastructureServices,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,153
207,,17600,"Does your business conduct any of the following activities?
• Mental health counseling
• Medical counseling (in-patient or out-patient)
• Substance abuse counseling
• Social work
• Family/marriage counseling",Business Conduct Activities,businessConductActivities,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,154
208,,17700,Do you maintain current and valid professional certifications or designations as required or recognized by industry standards?,Professional Certification Maintained,professionalCertificationMaintained,YesNo,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,155
209,,17800,What type of consulting services does your business primarily provide?,Primary Type of Consulting,primaryTypeOfConsulting,radio-question,"General business operations and strategy
Intellectual property
Marketing campaigns (servicing, and support)
Marketing plan development/design, research and advice
Market research
Media planning/buying
Organizational structure
Product development and testing
Project management
Other; Please explain the type of consulting services you provide and provide your business’s website address
(if you have one).",KO,"General business operations and strategy !!
Intellectual property !!
Organizational structure",FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,156
211,,17900,"Does your business provide any of the following services?
• Architecture or engineering advice
• Construction management or advice
• Legal advice
• Law enforcement training
• Lobbying and/or political advice
• Medical advice
• Mergers and acquisitions or business valuations",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,157
212,,18000,In what industry do the majority of your clients work?,Client Industry,clientIndustry,radio-question,"Agricultural/mining
Aerospace
Construction
Education
Government – Federal
Government – state, local, or foreign
Energy/utilities
Financial institutions
Individual consumers
Medical/healthcare-related
Media/entertainment
Payment processors
Professional service providers (not otherwise listed)
Retail/wholesale trade/consumer products
Technology
Transportation (not including aerospace)
Other/multiple industries; please explain",None,,TRUE,"Other/multiple industries; please explain

NOTE: Should this be a CheckBoxGroup (select many)",,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,Not sure on chaining question and if yes to other how do we handled,TRUE,158
1043,,18500,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,159
1044,,18600,Do your contracts state that to the best of your knowledge any materials or intellectual property created are original and do not infringe upon the intellectual property rights of others?,Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,160
1045,,18700,"Do you perform any of these services?
• Administer or monitor detoxification programs
• Operate any residential treatment facilites
• Prescribe or dispense herbs or herbal drugs
• Prescribe or dispense over the counter or prescription drugs",Services Performed,servicesPerformed,YesNo,,KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,161
